LBP_delta,Std_delta,Var_delta,Kur_delta,SE_delta,LBP_theta,Std_theta,Var_theta,Kur_theta,SE_theta,LBP_alpha,Std_alpha,Var_alpha,Kur_alpha,SE_alpha,LBP_beta,Std_beta,Var_beta,Kur_beta,SE_beta,LBP_gamma,Std_gamma,Var_gamma,Kur_gamma,SE_gamma
-18.00121959034319,0.00012329787940692125,1.5202367066243695e-08,3.58233648787817,-0.0004095054089498695,-22.228622796591825,1.4896265071330317e-05,2.218987130753356e-10,4.267194050556953,-7.440784362614172e-06,-23.399304085978898,8.2967038517773e-06,6.883529480409629e-11,7.552013713587151,-4.8074735879943906e-06,-27.0721786817322,1.3223640583398854e-06,1.7486467027891318e-12,13.416520218894103,-2.820202023314687e-07,-32.60468450558218,8.317306548509295e-08,6.91775882218756e-15,12.268020191312143,-2.7102062075097804e-09
-18.0180418756859,0.0001222811369220327,1.4952676446944906e-08,3.1724868939733053,-0.0004049721029392621,-22.38374400583762,1.3782073898951678e-05,1.899455609561651e-10,4.205967366669256,-6.418650374232856e-06,-23.89183044758402,6.48567133825598e-06,4.206393270787511e-11,10.123048668245012,-2.9822041284924617e-06,-27.615904656070395,1.0075868607342656e-06,1.0152312819243326e-12,14.722182221712382,-1.6603618282397215e-07,-33.15165755555079,6.327163020737084e-08,4.003299189098283e-15,15.497080701777113,-1.5846967814337266e-09
-18.107610569955877,0.00011690268008043152,1.3666236609987719e-08,3.5189318640464804,-0.0003706422814804628,-22.80451658169045,1.1168599461767967e-05,1.2473761393740373e-10,6.283985150215667,-4.271614341931239e-06,-24.238886618787078,5.452457923105009e-06,2.972929740323059e-11,26.647829167417587,-2.092166180360032e-06,-27.93497859657107,8.59006539737605e-07,7.378922353119737e-13,41.295166411733305,-1.1913046021772247e-07,-33.440311607943414,5.4768215007422533e-08,2.999557375099263e-15,44.600162648886354,-1.1704537890076326e-09
-18.088955700787857,0.00011802033893691865,1.3928800402785158e-08,3.412640152542724,-0.00037803429006134606,-22.825557901376495,1.1050539575414427e-05,1.2211442490780045e-10,6.128372961452757,-4.191450346213121e-06,-24.18620927145818,5.5979793124761e-06,3.133737238291039e-11,28.8698717056458,-2.1906776196676062e-06,-27.810911665920152,9.139810596818014e-07,8.353613774570687e-13,41.678053938543734,-1.335007970513756e-07,-33.32358758937507,5.805971430501688e-08,3.3709304251801818e-15,43.60633043610223,-1.3063526411693268e-09
-18.10782734439521,0.0001168993818562927,1.3665465478383335e-08,3.4769372571269326,-0.0003709323171992222,-22.983920435290038,1.0210596136366429e-05,1.0425627345998104e-10,5.313107631644661,-3.6154786826461327e-06,-24.77869454831439,4.162696791751854e-06,1.732804458006118e-11,10.383814018651904,-1.2826363848703573e-06,-28.59078555250801,6.188562471119268e-07,3.829830545894583e-13,12.523183731612868,-6.534949776784308e-08,-34.14618007746093,3.848142255592074e-08,1.4808198819273255e-15,13.57985035275439,-6.077125248832074e-10
-18.098436522521098,0.00011747658011065092,1.3800746874494185e-08,3.5603237687305453,-0.0003742862212157326,-23.004927332576464,1.0102295290545087e-05,1.0205637013736946e-10,4.738190909228499,-3.5494665046245844e-06,-24.687800608253745,4.356239160329966e-06,1.8976819621992333e-11,13.203604991286603,-1.3886030384576878e-06,-28.521386249245722,6.407072026707484e-07,4.105057195541754e-13,19.010903045430034,-6.926676842672941e-08,-34.09927742442065,3.9394528167685655e-08,1.5519288495545783e-15,23.2970562092625,-6.316617599768889e-10
-18.069047606339456,0.0001191970828536273,1.4207944560814492e-08,3.387169698265599,-0.00038524057266146655,-22.946287081831425,1.0405041192743135e-05,1.0826488222268148e-10,4.3656023094856495,-3.7527935114772194e-06,-24.596642216366163,4.55939248364927e-06,2.078805981995746e-11,8.437443183524673,-1.53360907526384e-06,-28.356037150838574,6.959287287159366e-07,4.843167954521797e-13,9.576401163706889,-8.237970461720349e-08,-33.89420553449515,4.364824031685134e-08,1.905168882757607e-15,10.002884547885852,-7.795059353460572e-10
-18.02932514931936,0.00012159067065172848,1.4784291189537105e-08,3.4520862996176036,-0.0003995935895955549,-23.045179214492805,9.90204448693946e-06,9.805048502132816e-11,3.4066197894932198,-3.426408195183663e-06,-24.832855659493536,4.051480976776668e-06,1.6414498105183224e-11,4.267874981058023,-1.2323210579575636e-06,-28.6746436229941,5.934446806585827e-07,3.521765890019672e-13,6.733440246732484,-6.103524545962039e-08,-34.22333115057164,3.7025255509424396e-08,1.3708695455381617e-15,7.115219875898711,-5.696844081611636e-10
-17.98519860756705,0.0001242987717414975,1.54501846564449e-08,3.364003973910262,-0.00041697977436417374,-22.893330053679232,1.068419423858772e-05,1.1415200652787102e-10,4.424848780264462,-3.9469675247004835e-06,-24.462511722801747,4.8756559264681815e-06,2.3772020713304298e-11,7.313647840048017,-1.7477509732847944e-06,-28.19278225391256,7.551185080174634e-07,5.7020396115052e-13,7.908695671664113,-9.6639885470499e-08,-33.72274336885227,4.7555338574243737e-08,2.2615102269109543e-15,8.131650079842851,-9.22313956230642e-10
-18.049334673453096,0.00012038437353215726,1.4492397390729965e-08,3.4403948856835482,-0.0003923103586271464,-22.954898697572943,1.0359219583633965e-05,1.0731343038194546e-10,4.249328108571148,-3.7242513783730592e-06,-24.632917045627366,4.477442580337869e-06,2.0047492060222633e-11,6.233476069237999,-1.4866120577066973e-06,-28.373983076025993,6.897121229781509e-07,4.757028125830279e-13,8.552350954899135,-8.111806234515264e-08,-33.913127467813865,4.323723435599146e-08,1.869458434754928e-15,9.050796557795538,-7.663536954458036e-10
