LBP_delta,Std_delta,Var_delta,Kur_delta,SE_delta,LBP_theta,Std_theta,Var_theta,Kur_theta,SE_theta,LBP_alpha,Std_alpha,Var_alpha,Kur_alpha,SE_alpha,LBP_beta,Std_beta,Var_beta,Kur_beta,SE_beta,LBP_gamma,Std_gamma,Var_gamma,Kur_gamma,SE_gamma
-17.79985846750273,0.0001363852922072237,1.8600947930449796e-08,2.932005645427179,-0.0004991409759348081,-22.482724947354882,1.311832002174544e-05,1.7209032019292732e-10,3.375013725837685,-5.858500899127328e-06,-24.364654987920765,5.120145240617745e-06,2.621588728502054e-11,3.2013031421459583,-1.9376914040878914e-06,-28.170382834151837,7.636231532728435e-07,5.831203202143606e-13,3.1133164586828976,-1.0003519213283035e-07,-33.70918031003718,4.78789366348895e-08,2.292392573287764e-15,3.0790694947241377,-9.448927081175097e-10
-17.79760661116572,0.0001365370164288184,1.864235685528343e-08,3.1783895432731324,-0.0004990745706772718,-22.162738239891972,1.539259178637198e-05,2.369318819018861e-10,2.9481472276160945,-7.974817126732624e-06,-23.53624717058467,7.74762902142117e-06,6.002575545356754e-11,3.1286762937804107,-4.282166610997e-06,-27.166149068664037,1.2616697044491457e-06,1.591810443124795e-12,2.9917489314333108,-2.632813462066529e-07,-32.67171987637904,8.043150051817345e-08,6.469226275604937e-15,2.9915417191560736,-2.5836330419248307e-09
-17.855067028235315,0.000132671174359849,1.7601640506021452e-08,2.957463016117832,-0.0004737138224029488,-22.239796328513865,1.4810150044081198e-05,2.1934054432819832e-10,3.029412976828996,-7.408550197512988e-06,-23.550746772751104,7.691664133507886e-06,5.916169714269162e-11,2.849008735680859,-4.231866317814593e-06,-27.23592761530124,1.2184100096253499e-06,1.484522951555245e-12,2.8240205187879384,-2.4649323630320637e-07,-32.75302557399725,7.72273009577522e-08,5.964056013219233e-15,2.8232491947695117,-2.391048473839743e-09
-17.89402566042275,0.00013011711642134637,1.693046398580621e-08,2.8057311730597405,-0.0004572528852708976,-22.480798295208313,1.3131490939310203e-05,1.7243605428918595e-10,3.1795205361784933,-5.871774961012169e-06,-24.025537230245824,6.066257133268019e-06,3.679947560692512e-11,3.074119480098038,-2.682084951190634e-06,-27.692225294749832,9.698613888646357e-07,9.406311136104401e-13,2.9381928998827043,-1.5867717265481555e-07,-33.21414675869374,6.132529822348522e-08,3.7607922021994e-15,2.9170435316905183,-1.527973057173317e-09
-17.87608839866128,0.00013128484337486665,1.7235710099963268e-08,2.9154599802857146,-0.0004646898688100325,-22.595650543172944,1.2399689950316393e-05,1.5375231086397737e-10,3.0969436198819627,-5.267907670380835e-06,-24.308220238434068,5.266681293770119e-06,2.7737931850148094e-11,3.054544381875995,-2.046747812841297e-06,-28.1256453995644,7.808968886900702e-07,6.097999507658318e-13,2.980585783137062,-1.0456001557243048e-07,-33.669724940284254,4.883285409085178e-08,2.3846476386584196e-15,2.9581618097296247,-9.825860738538817e-10
-17.892977050372828,0.0001301810938036526,1.69471171839154e-08,2.972247626736899,-0.0004572012102814027,-22.635814401432025,1.2150676043337727e-05,1.476389283101414e-10,2.8489472895074233,-5.081400458884901e-06,-24.38449901414848,5.069594358938819e-06,2.5700786964184292e-11,3.02279803024879,-1.902791805641122e-06,-28.127424503044573,7.802025485024661e-07,6.08716016689743e-13,3.0285043285313438,-1.0429095145205559e-07,-33.65599409714146,4.9169267359723376e-08,2.417616852691959e-15,3.0330353379010013,-9.951057112441264e-10
-17.84183366783799,0.00013355519930008047,1.7836991260084216e-08,2.8978460713328342,-0.00047991090192863687,-22.04733184634456,1.6308049662941803e-05,2.659524838089763e-10,3.294326948974535,-8.881477355036899e-06,-24.2592696242793,5.397175276343448e-06,2.912950096357298e-11,3.1274390917289394,-2.1433699114990175e-06,-28.145208337022762,7.732957375198047e-07,5.979862976662987e-13,3.1119692598098014,-1.0251444519990139e-07,-33.699911448560755,4.810134221632736e-08,2.3137391230122367e-15,3.04102379403918,-9.538693644671649e-10
-17.82626428234867,0.00013460028730365238,1.8117237342225764e-08,2.920133788838993,-0.0004867819116672026,-21.988588917921874,1.6789424477586915e-05,2.8188477428859467e-10,2.9602246860086345,-9.412297040938335e-06,-24.117328677167958,5.7941349932052805e-06,3.357200031948596e-11,3.0513297813307405,-2.456294404011003e-06,-27.969506960413398,8.443037496010361e-07,7.128488215903691e-13,3.095995029847457,-1.2140717361721289e-07,-33.50627543282792,5.2991319269773774e-08,2.8080799179510976e-15,3.0859920428338357,-1.1504906712514408e-09
-17.68710437641469,0.00014430101794626798,2.0822783780329156e-08,2.7965193546494773,-0.0005553953791911435,-21.143605385369952,2.5615660796463806e-05,6.561620780394927e-10,3.190046280008469,-2.101388799139248e-05,-23.498994320922517,7.893292803243676e-06,6.230407127773841e-11,2.9621973471785905,-4.442885277731973e-06,-27.36699538780655,1.141122962095553e-06,1.3021616146217289e-12,3.2569911761062182,-2.1690014511757385e-07,-32.917742164935106,7.112186040353068e-08,5.058319027259305e-15,3.1412853473770572,-2.0361508847290764e-09
-17.700390652050714,0.0001433454556296356,2.0547919649667832e-08,2.8773413824063594,-0.0005479099692649887,-21.28902952855418,2.381863557299999e-05,5.673274005593805e-10,2.989213695660517,-1.831277743748659e-05,-23.657552690796926,7.291681751195476e-06,5.3168622760717124e-11,2.9570465735163776,-3.817847947594329e-06,-27.568621166561048,1.0316917360296388e-06,1.06438783819185e-12,3.2616000411738315,-1.7851765663792755e-07,-33.11417214987915,6.446869501710355e-08,4.156212637208313e-15,3.193683198679881,-1.6819889320950885e-09
