LBP_delta,Std_delta,Var_delta,Kur_delta,SE_delta,LBP_theta,Std_theta,Var_theta,Kur_theta,SE_theta,LBP_alpha,Std_alpha,Var_alpha,Kur_alpha,SE_alpha,LBP_beta,Std_beta,Var_beta,Kur_beta,SE_beta,LBP_gamma,Std_gamma,Var_gamma,Kur_gamma,SE_gamma
-17.85278699159218,0.00013282978387592657,1.764375148452536e-08,3.328193785519679,-0.00047206079656919315,-22.239131772723063,1.481804263756156e-05,2.1957438760859232e-10,3.372928800922694,-7.392005359772892e-06,-24.394340197492614,5.044710729124823e-06,2.5449106340547096e-11,3.0384711135257714,-1.8846291792867293e-06,-28.371885832305505,6.90435679615759e-07,4.76701427686475e-13,3.3978527013994944,-8.240860355472571e-08,-33.94312201683976,4.259363497621515e-08,1.8142177404870586e-15,3.041378010961781,-7.537096017182971e-10
-17.89219380881001,0.00013023817835122658,1.69619831002459e-08,3.3354849937263507,-0.0004547474226033485,-22.34273507609731,1.4070526708390694e-05,1.9797972185153587e-10,3.2709121959859804,-6.7009227295487675e-06,-24.476748628926256,4.841071857382003e-06,2.3435976728336044e-11,3.0653977515157504,-1.7416858253694073e-06,-28.447354946624174,6.64867847416573e-07,4.420492545283475e-13,3.225321654170973,-7.662198985954844e-08,-34.01515778966861,4.108680164332554e-08,1.6881252692779784e-15,3.02970303758841,-7.026553764637138e-10
-17.911046386769183,0.00012901447370135716,1.664473442443818e-08,3.393887478327572,-0.00044646121565325415,-22.413872794656392,1.3578843804105533e-05,1.843849990562952e-10,3.36554499135686,-6.254092646024024e-06,-24.472686785913517,4.850913334580527e-06,2.3531360179611163e-11,3.046551347910109,-1.7479120274080235e-06,-28.42413640685263,6.726314830017718e-07,4.524331119251628e-13,3.111841293974719,-7.838826500462182e-08,-33.984584294738575,4.1719710369203284e-08,1.740534233290208e-15,2.92576935504564,-7.24063345036204e-10
-17.912272590929113,0.00012893753243648737,1.6624887270810236e-08,3.3706954744744424,-0.0004460732359746403,-22.486328496197086,1.3095668217835073e-05,1.7149652607161562e-10,3.1491841048328757,-5.844716535444196e-06,-24.49937943995049,4.786602249009088e-06,2.2911561090218862e-11,3.058830211394109,-1.7047592592247452e-06,-28.417724171116824,6.747914926732784e-07,4.553435585842311e-13,3.0771866471060143,-7.882746747192005e-08,-33.976426037799975,4.189023801825376e-08,1.7547920412259528e-15,3.0250004976013867,-7.293368240341141e-10
-17.928386242049168,0.00012790211268020522,1.635895042805991e-08,3.4893587251066007,-0.0004389753778062871,-22.733429289835254,1.157324892050357e-05,1.3394009057593703e-10,3.157016921625645,-4.620470553852321e-06,-24.71627943451269,4.294653343823596e-06,1.8444047343615195e-11,3.0572891926146277,-1.3832360488570487e-06,-28.636127176893357,6.049841383336645e-07,3.6600580763532646e-13,2.9718033642668438,-6.389427583500758e-08,-34.196645067191085,3.752259560083117e-08,1.407945180623515e-15,2.9576506702938876,-5.892258775065534e-10
-17.926411311043246,0.00012802918292861197,1.639147168136799e-08,3.38723842602543,-0.00044011764632646486,-22.631537003126105,1.2178816991424541e-05,1.483235833106111e-10,2.8662378384302802,-5.100350321105009e-06,-24.656624356459897,4.42468125570995e-06,1.9577804214630978e-11,3.0861799985602505,-1.4661575437504471e-06,-28.601596217157656,6.155201182682332e-07,3.7886501599293985e-13,2.9641292824251084,-6.607408100001592e-08,-34.161073800057714,3.819592884830672e-08,1.4589289805849096e-15,2.9478731205663604,-6.099836602582846e-10
-17.94200140921338,0.00012703215765443198,1.613716907834046e-08,3.4600248862710266,-0.0004336199203097895,-22.291789381512146,1.4433982918049872e-05,2.083398628785555e-10,3.1216008627324,-7.04334645753043e-06,-24.585060147009127,4.585872326881469e-06,2.1030224998457258e-11,3.004780366049243,-1.569974689141594e-06,-28.557272674091475,6.293133891759503e-07,3.96035341796121e-13,2.9758271212950054,-6.894151972641041e-08,-34.131819133400064,3.875873966588898e-08,1.5022399004881558e-15,2.990596554382529,-6.274666069743312e-10
-17.917313002272532,0.00012861193358419825,1.654102946026622e-08,3.395318246937272,-0.00044377508729496535,-22.4557552520671,1.3295709449343064e-05,1.7677588976135046e-10,3.128768911254733,-6.019347523903934e-06,-24.59198495338567,4.5700196832409426e-06,2.0885079905209643e-11,2.943288768304338,-1.5607638683439794e-06,-28.567571004618582,6.260810494729786e-07,3.9197748050918627e-13,3.029273684249853,-6.822279166463316e-08,-34.13910328004137,3.861783413688644e-08,1.4913371134240719e-15,2.976712933456507,-6.22921442826961e-10
-17.322961779727827,0.00017312771883756548,2.997320702989912e-08,3.132355830128938,-0.0007785138166241975,-21.818341659711095,1.8289477453641656e-05,3.345049855272665e-10,3.027649518851799,-1.1072123873409545e-05,-24.313703041647454,5.252261175997766e-06,2.7586247460893434e-11,2.9291951825714344,-2.0378300536250157e-06,-28.33429348873839,7.035358198265693e-07,4.94962649779043e-13,3.1008835381603883,-8.547809543689316e-08,-33.92068169604709,4.307423339643333e-08,1.855389582690412e-15,3.028480226095818,-7.700349306128929e-10
-17.84660316614634,0.0001332402992338797,1.77529773399338e-08,3.3420062376851574,-0.0004745893609907095,-21.900920841289327,1.7549083237336702e-05,3.0797032247097207e-10,3.1996435874544904,-1.0213624277477621e-05,-24.357716542458125,5.137936195295422e-06,2.6398388346926794e-11,2.906770732449241,-1.9540585921947e-06,-28.40429232770986,6.793382207004177e-07,4.615004181044095e-13,3.1526697111991284,-7.987894392213176e-08,-33.99623623567763,4.147735929076479e-08,1.7203713337351922e-15,2.981240852349811,-7.156739191963402e-10
