LBP_delta,Std_delta,Var_delta,Kur_delta,SE_delta,LBP_theta,Std_theta,Var_theta,Kur_theta,SE_theta,LBP_alpha,Std_alpha,Var_alpha,Kur_alpha,SE_alpha,LBP_beta,Std_beta,Var_beta,Kur_beta,SE_beta,LBP_gamma,Std_gamma,Var_gamma,Kur_gamma,SE_gamma
-18.06348470917534,0.00011955397898069211,1.4293153890115771e-08,2.799920757028105,-0.00038945600505261327,-22.95157415099832,1.037742883290265e-05,1.0769102918195927e-10,13.411334504282621,-3.707382510474422e-06,-24.801042407731533,4.116441868261054e-06,1.6945093654772558e-11,3.4453924589546046,-1.2735293957280991e-06,-28.6574274197159,5.985750801992655e-07,3.582921266355571e-13,6.503603261333764,-6.224902999904552e-08,-34.19495314460477,3.7554351552299154e-08,1.410329320513674e-15,6.474685711796814,-5.875173012417586e-10
-18.047622256932872,0.00012050556813315336,1.4521591951094065e-08,2.9374408661984686,-0.00039483412224629435,-22.779513549689874,1.1310728737958878e-05,1.2793258458368884e-10,4.677719974921346,-4.406147577879824e-06,-24.525164477500525,4.725286258037463e-06,2.2328330220397684e-11,3.023213988073322,-1.6622629492777899e-06,-28.384974217587192,6.859321349774561e-07,4.705028937947311e-13,3.4358872470949344,-8.131382296040193e-08,-33.92526219908152,4.2975694913376984e-08,1.8469103532876565e-15,3.425783029235144,-7.660805869353263e-10
-18.044804373981762,0.00012067586543771462,1.4562664499141405e-08,2.890633838417472,-0.0003962573795775004,-22.90477934307052,1.0621879296984513e-05,1.1282431979970823e-10,5.828676578819848,-3.9075143805192095e-06,-24.72026033512604,4.2861124947040124e-06,1.8370760317257853e-11,3.240901711139059,-1.3771471038800065e-06,-28.62354914820616,6.088008162183076e-07,3.706384338280776e-13,4.210239962971803,-6.44976310386877e-08,-34.16297874258979,3.8159565365252415e-08,1.4561524288649715e-15,4.232967944215138,-6.073619344183418e-10
-18.05521584581681,0.00012004928166191885,1.4411830027542725e-08,2.7871319598057838,-0.0003924908454361975,-22.788941720718785,1.1257463681325062e-05,1.267304885363528e-10,11.101921191873032,-4.33484927404799e-06,-24.70177653687342,4.325908387968869e-06,1.8713483381099418e-11,3.3360708963032217,-1.400785371611047e-06,-28.600074124038652,6.159887675815041e-07,3.7944216178658033e-13,6.183296178698578,-6.581539021549807e-08,-34.14379255984642,3.8527394222910654e-08,1.4843601056075691e-15,6.196946482940772,-6.178471483051109e-10
-18.063790594714067,0.0001195346469083242,1.4288531811497742e-08,2.8992192538499295,-0.0003892140379572124,-23.005893790942437,1.0099803851588556e-05,1.0200603784056302e-10,6.242900022368994,-3.5449407036098625e-06,-24.92088683832922,3.877020789107305e-06,1.5031290199170228e-11,3.1878151503138166,-1.1363291170878387e-06,-28.801227356887058,5.570483390614186e-07,3.103028520510852e-13,4.837148521437011,-5.4295850287079494e-08,-34.348940432103774,3.477141392994749e-08,1.2090512266877466e-15,4.912598476488886,-5.066991934555999e-10
-18.073481651127747,0.00011895725696137109,1.415082898377367e-08,2.782766752218666,-0.00038574278787018154,-22.992252108335435,1.0169388474652944e-05,1.0341646194840411e-10,12.559973028344595,-3.565600479813264e-06,-24.883999604563517,3.949190403719328e-06,1.5596104844828827e-11,3.3583268626414866,-1.1770062934402888e-06,-28.769217200262435,5.660357471477114e-07,3.203964670490678e-13,6.521611950158293,-5.590717088161404e-08,-34.31414025828774,3.538173336309012e-08,1.2518670557768047e-15,6.627854992766805,-5.234801382645057e-10
-17.989596900804948,0.0001240531118291198,1.5389174554488105e-08,2.8954890364445,-0.0004172306497067319,-22.789565849697833,1.1252921025374682e-05,1.2662823160331959e-10,5.838400221724167,-4.3502561171353606e-06,-24.78535733639992,4.148852490740207e-06,1.7212976989921225e-11,3.0845708219100767,-1.295647825883169e-06,-28.642505343263807,6.030578569761814e-07,3.636787788607046e-13,5.674004886522615,-6.323989560975402e-08,-34.19554674749982,3.754320691556516e-08,1.4094923855049397e-15,5.593679923471612,-5.877139068640285e-10
-18.041456455159366,0.00012087795047068484,1.4611478909993337e-08,2.887145878770986,-0.0003972521113604085,-22.862367874454176,1.0850374596227758e-05,1.1773062887846466e-10,8.294220463014302,-4.048709249595737e-06,-24.817663010579782,4.082375070217352e-06,1.6665786213932128e-11,3.3098335411608955,-1.253793628045716e-06,-28.71843588815995,5.8059177550011e-07,3.3708680977837016e-13,6.419148354841797,-5.8688107930257594e-08,-34.269259338294944,3.618469185575625e-08,1.3093319246960327e-15,6.460075586445444,-5.465791437669039e-10
-18.00565718348453,0.0001230610688651722,1.514402667023866e-08,2.8630051174030187,-0.0004109022602160075,-22.687682866381646,1.1839210690894017e-05,1.401669097833792e-10,15.27992128464749,-4.754307856382308e-06,-24.740661060026103,4.242615760595369e-06,1.7999788492052216e-11,3.2413813684255683,-1.351135347853189e-06,-28.579497255677687,6.22359042154657e-07,3.8733077735166223e-13,11.351818677811288,-6.688319892083151e-08,-34.1331714512811,3.873254108128903e-08,1.500209738613742e-15,11.127093979119387,-6.21995405344739e-10
-17.9550757140512,0.00012621129012541123,1.592928975512073e-08,2.7340964978888,-0.00043221346573892494,-22.700024530210328,1.176848091473977e-05,1.3849714304059422e-10,7.848999265460258,-4.731350540631296e-06,-24.653478465817184,4.431646888991392e-06,1.9639494148707084e-11,3.082259248840137,-1.4699811343602781e-06,-28.531002033637783,6.37634234137945e-07,4.0657741654468357e-13,6.11054329441756,-7.038539952552687e-08,-34.08027598813882,3.977059477432759e-08,1.5817002087037732e-15,6.087618892317081,-6.571608221167112e-10
-18.01749269929924,0.00012233512321891215,1.4965882372986417e-08,2.7602905379977574,-0.00040668520185043936,-22.589215494334752,1.2435642342921051e-05,1.54645200481051e-10,16.052902613996068,-5.222367001255205e-06,-24.228601131430583,5.4805741213645165e-06,3.0036692699770445e-11,3.3057816325734217,-2.205851776882908e-06,-28.021296199883633,8.227213123625968e-07,6.768703578156336e-13,5.0191277341909,-1.1515163201485446e-07,-33.55396213784751,5.17427728513362e-08,2.6773145423449747e-15,4.967869258940443,-1.0958757175041367e-09
-18.003258738698683,0.00012320887143839047,1.5180426001121833e-08,2.930558929340635,-0.00041157820090794616,-22.62298570062812,1.2231536841435997e-05,1.4961049350340608e-10,19.539461416490774,-5.042727900097557e-06,-24.593186929427674,4.5672760411425295e-06,2.0860010435994576e-11,3.2796951894115183,-1.5569335028862102e-06,-28.43935729063344,6.675319080654752e-07,4.4559884828553407e-13,10.323244980155458,-7.654502585759378e-08,-33.989854421454964,4.1609920030711854e-08,1.7313854449622358e-15,10.228353520803369,-7.14785752615694e-10
-17.98136788697539,0.00012456453337340994,1.5516322974535362e-08,2.7733526817809295,-0.00042063874668896547,-22.11361287798503,1.5779359306976322e-05,2.4898818013866023e-10,11.6295295902644,-8.260249030448676e-06,-23.467932726340155,8.016838857158104e-06,6.426970526164005e-11,3.0624382257573015,-4.5728492304996314e-06,-27.093867385891297,1.3081014102654238e-06,1.7111292995383904e-12,3.7203678538260805,-2.818200840517399e-07,-32.60039247010391,8.33517497590984e-08,6.94751418790336e-15,3.6365819313167136,-2.7661642446111996e-09
-18.03997093715873,0.00012096787522160962,1.4633226835630915e-08,2.8810703167139526,-0.00039766747448111525,-22.39522617976435,1.3706834421677213e-05,1.878773098632753e-10,6.514188500589493,-6.3510050261675635e-06,-23.762867269720722,6.917655335117289e-06,4.7853955335476685e-11,2.8108305679638423,-3.4566971606372213e-06,-27.459113084934412,1.0897561469167854e-06,1.187568459742918e-12,3.2467052716115323,-1.9868761859841337e-07,-32.98568989815739,6.874616046862673e-08,4.7260345791781765e-15,3.215671236909667,-1.9070134194580287e-09
-18.012865127103012,0.00012261844480179683,1.5035283005611298e-08,2.801931117889577,-0.00040832713430847883,-22.67806324255117,1.1898072390995669e-05,1.415641266213734e-10,17.219842075277978,-4.790577555904359e-06,-24.73166717208242,4.261737522218817e-06,1.8162406708287786e-11,3.208751301231957,-1.3629998871788561e-06,-28.56941575771166,6.255041038891404e-07,3.9125538398215656e-13,13.780811058936168,-6.743701100722212e-08,-34.12180303169446,3.895333183697348e-08,1.5173620612013715e-15,13.197502543657558,-6.28136724041798e-10
-17.99808252062896,0.00012352814944067937,1.5259203704238816e-08,2.9139896919294785,-0.00041358383761465415,-22.7712962977247,1.1356311408792942e-05,1.2896580881348075e-10,9.844030850413555,-4.4132646463674205e-06,-24.694915175129644,4.340775116245961e-06,1.884232860982014e-11,3.285816861915987,-1.410831008323977e-06,-28.611169604384273,6.125809047965098e-07,3.752553649213106e-13,6.751937435557886,-6.51155088983749e-08,-34.161381158067904,3.8190059069782236e-08,1.4584806117534562e-15,6.7872695148354305,-6.069867215842385e-10
-18.073147491723862,0.00011897761658712372,1.4155673248752619e-08,2.9165136509717526,-0.00038554034077972944,-22.91230851067033,1.0583403695416189e-05,1.1200843378014905e-10,3.2161906337673707,-3.89152298167862e-06,-24.764416909561486,4.192519057888518e-06,1.7577216050758427e-11,3.219915862970626,-1.3204296108921213e-06,-28.715439006367724,5.814623736272688e-07,3.3809849194425754e-13,3.046970973911924,-5.9159396056337234e-08,-34.263773809041396,3.628407368160259e-08,1.3165340029319658e-15,3.0343159105709705,-5.519049732908719e-10
-18.0216607048186,0.00012208039605276637,1.4903623100400292e-08,2.917215639573556,-0.0004046745635743975,-23.040775102061133,9.924094045729912e-06,9.84876426284919e-11,3.022279416169325,-3.4443030253740697e-06,-24.860429631395366,3.996006942318658e-06,1.596807148305891e-11,3.2144975746631297,-1.2042396536984142e-06,-28.77354338610741,5.648126501429196e-07,3.190133297614681e-13,3.0755888320461486,-5.593596041004995e-08,-34.32128737529806,3.5255520730745065e-08,1.2429517419959949e-15,3.071923470215656,-5.218539893896071e-10
-18.06065076676149,0.00011972301473734484,1.4333600257798489e-08,3.04746723208151,-0.0003895285724976853,-23.02052816951677,1.0025398159710595e-05,1.0050860826072859e-10,3.3089500775003797,-3.507042521201685e-06,-24.892751250621142,3.931947096666837e-06,1.546020797098677e-11,3.0410066585292546,-1.1689600942396466e-06,-28.802819752980298,5.566050700003718e-07,3.098092039501188e-13,3.0364575149918305,-5.439734397883593e-08,-34.354525878270834,3.467444167497802e-08,1.2023169054714524e-15,3.048195571618947,-5.053877953283149e-10
