LBP_delta,Std_delta,Var_delta,Kur_delta,SE_delta,LBP_theta,Std_theta,Var_theta,Kur_theta,SE_theta,LBP_alpha,Std_alpha,Var_alpha,Kur_alpha,SE_alpha,LBP_beta,Std_beta,Var_beta,Kur_beta,SE_beta,LBP_gamma,Std_gamma,Var_gamma,Kur_gamma,SE_gamma
-18.078079988179887,0.0001186845714782903,1.40860275069854e-08,2.6069388873686776,-0.00038500824238651716,-22.697246805511476,1.1785247703337435e-05,1.3889206342902028e-10,3.285600356034079,-4.779531144099627e-06,-24.66532608177973,4.405470088068179e-06,1.9408166696863446e-11,3.1607964579741066,-1.4526937318379349e-06,-28.71967994391854,5.802307362642744e-07,3.366677073057819e-13,3.2623049491178007,-5.8848340262319236e-08,-34.30156459076328,3.560490963862628e-08,1.2677095903747426e-15,3.25477931058413,-5.314593687254046e-10
-18.088990314396654,0.00011803903804228159,1.39332145019472e-08,2.633167080219512,-0.0003810293144655969,-22.567368948236563,1.2576449991740433e-05,1.5816709439474796e-10,3.202643757169575,-5.4121355248220335e-06,-24.509853624384693,4.7615969052567784e-06,2.2672805088150933e-11,2.999967263685565,-1.6875046781068034e-06,-28.49375217082621,6.496214061150842e-07,4.220079712829391e-13,3.115720573611384,-7.324734675196036e-08,-34.05802643431473,4.021550507588282e-08,1.617286848508357e-15,3.141049831161561,-6.735692448951175e-10
-18.058187597567056,0.0001198710581255768,1.4369070576145412e-08,2.6918519324855468,-0.00039196483577765196,-22.27018860436532,1.4589768156278681e-05,2.128613348539634e-10,3.3745316450890592,-7.174287180517242e-06,-24.3729995314962,5.098823976868979e-06,2.5998005947093987e-11,3.2474564359132687,-1.921302427715039e-06,-28.460525419930633,6.605039618641452e-07,4.3626548363823207e-13,3.2938861414991107,-7.555820497465275e-08,-34.05137175742156,4.034953851665699e-08,1.628085258507186e-15,3.269098777156027,-6.775362487352119e-10
-18.061722686297426,0.00011965934469488902,1.4318358772810265e-08,2.6384666583116907,-0.0003909515140865119,-22.22315896669931,1.4938312658971487e-05,2.231531850971878e-10,3.3454038120238967,-7.5120733311812265e-06,-24.061646221697345,5.957715351480787e-06,3.549437220926984e-11,5.037238057968267,-2.5768384865099237e-06,-28.082523904300583,7.979164418526517e-07,6.36670648178796e-13,3.803072532851515,-1.0854756806576535e-07,-33.655798818740934,4.9174068758297725e-08,2.4180890382457926e-15,3.7345713365864976,-9.928689794302722e-10
-18.03650252636115,0.00012117765578546522,1.4684024261660692e-08,2.61697698214109,-0.00040037075725109347,-22.503263452328603,1.2982683685583459e-05,1.6855007567991488e-10,3.2007306849705617,-5.752442121176407e-06,-24.605421563518842,4.539418561192008e-06,2.0606320873694522e-11,3.092618721932656,-1.5407168382339706e-06,-28.633389529705628,6.058128255291038e-07,3.6700917957555637e-13,3.076413874601641,-6.405045904062963e-08,-34.21204977481719,3.7234693564883096e-08,1.3864224048707466e-15,3.0399005369430467,-5.80416359861264e-10
-18.063497358666684,0.00011955319160922416,1.4292965623951867e-08,2.602539311920359,-0.00039044469051715804,-22.450906634833537,1.3330454935376852e-05,1.7770102878411308e-10,2.9877286652180617,-6.057158494102403e-06,-24.627825633470042,4.488854924491276e-06,2.0149818533129577e-11,3.0652116020320754,-1.507838938952056e-06,-28.695239564341556,5.873646934290416e-07,3.4499728308699203e-13,3.410975848570475,-6.024123860209617e-08,-34.286754841577874,3.586953791578583e-08,1.2866237502919974e-15,3.381559628844061,-5.390554408076572e-10
-17.91937481107228,0.00012848252246628738,1.650775857930004e-08,2.6550811589923375,-0.00044712646222131163,-22.380866529899635,1.3804179165356398e-05,1.9055536242925965e-10,2.896142254388903,-6.479136797508219e-06,-24.5595193458505,4.644809129038788e-06,2.1574251845202058e-11,2.9450232965215473,-1.6107256312185699e-06,-28.61894022712272,6.102054608252782e-07,3.7235070442099005e-13,3.088447693077276,-6.491829432979925e-08,-34.20885847918127,3.729415445488485e-08,1.3908539565048074e-15,3.071966601314428,-5.819384765200969e-10
-18.038927475466416,0.00012103034663431336,1.4648344806422047e-08,2.5831140871861615,-0.000399559755469678,-22.288439667592957,1.4458475216332796e-05,2.090475055813097e-10,3.281461554785176,-7.059628603661744e-06,-24.618276035564993,4.51033795941844e-06,2.0343148508170896e-11,3.040273014826081,-1.520873880401272e-06,-28.68694955847783,5.898044573311524e-07,3.4786929788769516e-13,3.2191772071995066,-6.075275913865693e-08,-34.27848619660772,3.601814136648701e-08,1.2973065074962429e-15,3.1983088247069515,-5.4357574762917e-10
-18.012493548821823,0.00012264077611871192,1.5040759967000018e-08,2.626052117842306,-0.00040944145961670263,-22.170223369884415,1.5338097154107853e-05,2.3525722430885143e-10,3.132995451312729,-7.907619570957551e-06,-24.473587998838283,4.848726527691317e-06,2.3510148940337492e-11,2.9606976351601824,-1.7483593517205676e-06,-28.521237887673426,6.407548162525918e-07,4.105667345508927e-13,3.112621110291784,-7.132500104794785e-08,-34.1109100610334,3.9166069744761766e-08,1.533981019251543e-15,3.0450776129125714,-6.400445679545097e-10
-17.973964615718664,0.0001250264763956191,1.56316197999043e-08,2.693782636242062,-0.0004242951611619769,-21.99824111048744,1.6716375588071705e-05,2.7943721280147963e-10,3.407272304921247,-9.304686844483662e-06,-24.410322809068628,5.00455721812136e-06,2.5045592949450607e-11,2.9699709186266685,-1.856675237093384e-06,-28.484011539281454,6.527929911050086e-07,4.2613868923582386e-13,3.0352681410044156,-7.395225618143364e-08,-34.07838909201345,3.9808134959083896e-08,1.5846876089206377e-15,3.0146405483633214,-6.605432268611093e-10
-18.065761694886838,0.0001194177449107286,1.4260597799563848e-08,2.6278882992480073,-0.0003895203381060724,-22.30310298418594,1.435293111710955e-05,2.0600663165249157e-10,3.0611423479796454,-6.973763013721388e-06,-23.929519201361718,6.364594019541224e-06,4.0508057033579914e-11,2.877633458400383,-2.9455701162312466e-06,-27.773909893933034,9.310480497334103e-07,8.66850470912387e-13,2.914277031443853,-1.4674179181325326e-07,-33.31371836581409,5.834692474663207e-08,3.404363627389146e-15,2.937648171910213,-1.3874503146817756e-09
-18.079567989867545,0.00011859644156177934,1.4065115951116542e-08,2.606384934156869,-0.00038441884391449046,-22.323325415758656,1.420791981814385e-05,2.018649855588048e-10,3.2216053908488513,-6.833760078470055e-06,-24.160688919388328,5.669867377690333e-06,3.214739608059705e-11,3.202133060304208,-2.3561292099261515e-06,-28.16018053253226,7.675284671349262e-07,5.890999478624894e-13,3.557675237328364,-1.0080632574024921e-07,-33.723775470662325,4.753080852412456e-08,2.259177758956992e-15,3.6068073139027543,-9.297279198861185e-10
-18.06835059179602,0.00011926324023123349,1.422372047045291e-08,2.5954878516657334,-0.00038862432579338105,-22.380439013252342,1.3808466151329038e-05,1.9067373745239976e-10,3.0234519337781367,-6.481921368086467e-06,-24.347657869290522,5.163843490086559e-06,2.6665279590109336e-11,3.033780306682631,-1.970409954728268e-06,-28.291155382937504,7.188754570811874e-07,5.167819227936861e-13,3.0067846372982845,-8.906303003843659e-08,-33.85358631940988,4.454378658945739e-08,1.984148923727124e-15,3.00971871148303,-8.215275503178285e-10
-18.038533372624716,0.00012105362722763774,1.4653980664967878e-08,2.5838442343623376,-0.0003996071616910088,-22.364086357960808,1.3921625692749415e-05,1.9381166192902063e-10,3.055830445624433,-6.576132415063744e-06,-24.385651922429666,5.066673782569078e-06,2.5671183218972853e-11,3.15309086583666,-1.8991533195564093e-06,-28.379099337218694,6.879499101051283e-07,4.732750788136542e-13,3.284262007297336,-8.172717836099455e-08,-33.95115017077065,4.24230034130773e-08,1.7997112185859684e-15,3.2923738781572167,-7.466621319856057e-10
-18.035891416853566,0.00012121426428700615,1.4692897866640175e-08,2.614070718640573,-0.0004004701788923165,-22.127794582808793,1.566713619976058e-05,2.454591567018484e-10,3.1619654301327844,-8.230133282819681e-06,-24.3238727547215,5.22562177941732e-06,2.7307122981520644e-11,3.147117620121846,-2.0155450704069322e-06,-28.348060027219706,6.987100302600217e-07,4.881957063859605e-13,3.0563151113979767,-8.4305177325241e-08,-33.93582060049535,4.274941603354022e-08,1.827512571208706e-15,2.9695887168494015,-7.587942651080983e-10
-18.036769717709696,0.00012116155017971933,1.4680121241952646e-08,2.522731050981085,-0.00040061628512434255,-22.092012363217606,1.5950708436817904e-05,2.5442509963637384e-10,3.1950733689253528,-8.514707973036446e-06,-24.44503522078193,4.918445557046201e-06,2.419110669762751e-11,2.919854143043773,-1.7969179292394734e-06,-28.529109377506963,6.382379254871254e-07,4.0734764953010944e-13,3.0851341715872915,-7.079952576454798e-08,-34.1189554799572,3.900883258249161e-08,1.521689019448859e-15,3.1096943484659074,-6.349204929282597e-10
-18.04113123630204,0.00012089741758548426,1.461618557883896e-08,2.703066138836011,-0.00039836009658764495,-22.29039861342182,1.4444395731146588e-05,2.0864056803796576e-10,3.4914921103942174,-7.034638814769531e-06,-24.40460752844,5.018876303009358e-06,2.5189119344908877e-11,3.2264271775937834,-1.8650078912937644e-06,-28.542213324567232,6.340698833905535e-07,4.020446170229101e-13,3.4160828478470533,-6.977769278554349e-08,-34.14101655138557,3.858090871307873e-08,1.488486517126914e-15,3.417454719294349,-6.206644290318382e-10
